Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
beans white mature seeds ckd bld wosalt,139.0,9.73,0.091,0.35,25.09,6.3,0.34,90.0,3.7,63,113.0,561.0,6.0,1.38,0.287,0.636,1.3,0.0,0.118,0.046,0.14,0.093,81.0,0.0,0.0,0.94,0.0,6020,0
beverages lemonade-flavor drk pdr prep w h2o,27.0,0.0,0.0,0.07,6.9,0.0,6.87,4.0,0.01,13,7.0,3.0,13.0,0.01,0.011,0.001,0.0,2.9,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0,0.0,8950,0
potatoes cnd drnd sol no salt,62.0,1.4,0.051,0.2,13.6,2.4,0.59,5.0,1.26,14,28.0,229.0,5.0,0.28,0.057,0.12,0.9,5.1,0.07,0.01,0.92,0.19,6.0,0.0,0.0,0.05,0.0,1847,0
beverages coffee sub crl grain bev prep w h2o,6.0,0.1,0.01,0.04,1.3,0.4,0.08,4.0,0.08,5,10.0,41.0,5.0,0.01,0.013,0.019,1.1,0.0,0.0069999999999999,0.002,0.294,0.012,1.0,0.0,0.0,0.02,0.0,1524,0
pineapple juc cnd not from conc unswtnd w add vit a c  e,50.0,0.36,0.0,0.14,12.18,0.2,9.98,14.0,0.26,11,9.0,132.0,3.0,0.11,0.0279999999999999,0.504,0.0,31.3,0.0579999999999999,0.016,0.141,0.1,12.0,0.0,0.0,0.63,0.0,9267,0
turnips frozen unprepared,16.0,1.04,0.017,0.16,2.94,1.8,0.0,23.0,0.7,10,20.0,137.0,25.0,0.14,0.045,0.071,0.4,4.4,0.03,0.02,0.4,0.048,8.0,0.0,1.0,0,0.0,5134,0
blackberries raw,43.0,1.39,0.0139999999999999,0.49,9.61,5.3,4.88,29.0,0.62,20,22.0,162.0,1.0,0.53,0.165,0.646,0.4,21.0,0.02,0.026,0.646,0.03,25.0,0.0,11.0,1.17,0.0,2409,0
asparagus cnd drnd sol,19.0,2.14,0.147,0.65,2.46,1.6,1.06,16.0,1.83,10,43.0,172.0,287.0,0.4,0.096,0.17,1.7,18.4,0.061,0.1,0.954,0.11,96.0,0.0,41.0,1.22,0.0,7660,0
pumpkin leaves ckd bld drnd w salt,21.0,2.72,0.114,0.22,3.39,2.7,0.69,43.0,3.2,38,79.0,438.0,244.0,0.2,0.133,0.355,0.9,1.0,0.068,0.136,0.85,0.196,25.0,0.0,80.0,0.96,0.0,8817,0
squirrel ground meat (alaska native),111.0,19.3,0.0,3.8,0.0,0.0,0.0,0.0,4.7,0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60,0
raspberries wild (northern plains indians),62.0,1.12,0.0,0.28,13.85,7.5,5.54,36.0,0.64,26,41.0,175.0,4.0,0.47,0.0969999999999999,0.368,0.0,26.4,0.018,0.08,1.03,0.104,5.0,0.0,2.0,0.57,0.0,5877,0
chicken  poultry  breast  skinless,168.256,21.81,0.816,9.0,0.0,0.0,0.0,12.91,0.83,20.2,178.0,295.0,36.7,0.78,0.27,0.02,18.56,0.0,0.1,0.06,8.06,0.53,10.44,0.0,0.0,0.29,0.0,1357,0
babyfood fruit applsauccherries str,51.0,0.0,0.0,0.0,14.1,1.1,10.81,1.0,0.3,4,8.0,132.0,1.0,0.03,0.045,0.0,0.3,42.8,0.01,0.03,0.14,0.037,0.0,0.0,2.0,0.12,0.0,1229,0
celeriac raw,42.0,1.5,0.079,0.3,9.2,1.8,1.6,43.0,0.7,20,115.0,300.0,100.0,0.33,0.07,0.158,0.7,8.0,0.05,0.06,0.7,0.165,8.0,0.0,0.0,0.36,0.0,4743,0
beets cnd reg pk solliquids,30.0,0.73,0.011,0.09,7.14,1.2,6.53,18.0,0.73,18,15.0,159.0,143.0,0.34,0.043,0.411,0.1,2.8,0.01,0.038,0.151,0.055,29.0,0.0,1.0,0.03,0.0,2044,0
asparagus frz unprep,24.0,3.23,0.052,0.23,4.1,1.9,0.0,25.0,0.73,14,64.0,253.0,8.0,0.59,0.137,0.203,1.7,31.8,0.121,0.131,1.202,0.111,191.0,0.0,47.0,0,0.0,3584,0
kale scotch ckd bld drnd wsalt,28.0,1.9,0.053,0.41,5.62,0.0,0.0,132.0,1.93,57,38.0,274.0,281.0,0.24,0.156,0.417,0.9,52.8,0.04,0.039,0.792,0.139,13.0,0.0,100.0,0,0.0,4323,0
cabbage chinese (pe-tsai) raw,16.0,1.2,0.043,0.2,3.23,1.2,1.41,77.0,0.31,13,29.0,238.0,9.0,0.23,0.036,0.19,0.6,27.0,0.04,0.05,0.4,0.232,79.0,0.0,16.0,0.12,0.0,4552,0
beverages ocean spraywhite cranberry strawberry flav juc drk,49.0,0.22,0.001,0.01,11.98,0.6,11.42,4.0,0.04,2,3.0,14.0,3.0,0.04,0.009,0.026,0.1,26.7,0.02,0.06,0.21,0.05,0.0,0.0,1.0,0,0.0,1401,0
alcoholic bev beer reg budweiser,41.0,0.36,0.0,0.0,2.97,0.0,0.0,4.0,0.0,7,13.0,33.0,3.0,0.0,0.003,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8157,0
pepperidge farm lt style wheat bread,256.0,0.01,0.7,1.9,45.6,7.5,4.4,139.0,3.5,0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,1.1,0.4,0.2,4.4,0.0,0.0,0.0,0.0,0,0.0,5762,0
lotus root,79.348,1.94,0.249,0.93,14.67,4.7,0.24,37.71,3.34,26.58,74.3,4.61,0.35,0.35,0.22,1.4,4.61,26.63,0.07,0.05,0.43,0.19,26.49,0.0,0.0,0.73,0.00027,3864,0
beans snap yel ckd bld drnd wsalt,35.0,1.89,0.064,0.28,7.88,3.3,3.63,46.0,1.28,25,39.0,299.0,239.0,0.36,0.103,0.294,0.4,9.7,0.074,0.0969999999999999,0.614,0.0559999999999999,33.0,0.0,4.0,0.46,0.0,5041,0
tofu firm prep wca sulfatemagnesium chloride (nigari),78.0,9.04,0.793,4.17,2.85,0.9,0.6,201.0,1.61,37,121.0,148.0,12.0,0.83,0.213,0.625,9.9,0.2,0.06,0.063,0.101,0.071,19.0,0.0,0.0,0.01,0.0,4761,0
campbell's red  white crm of shrimp soup cond,81.0,2.42,1.613,4.84,6.45,0.0,0.0,0.0,0.0,0,0.0,24.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6677,0
campbell's chunky soups bkd potato cheddar bacon bits soup,78.0,2.04,1.224,3.67,9.39,0.8,1.25,16.0,0.29,0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8729,0
guava nectar cnd w added vit c,63.0,0.09,0.02,0.06,16.25,1.0,12.95,8.0,0.38,2,2.0,39.0,6.0,0.03,0.017,0.0579999999999999,0.0,21.1,0.003,0.003,0.17,0.01,3.0,0.0,0.0,0.05,0.0,9715,0
crustaceans shrimp raw (not previously frozen),85.0,20.1,0.101,0.51,0.0,0.0,0.0,64.0,0.52,35,214.0,264.0,119.0,1.34,0.391,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4124,0
campbell's chunky micro bowls old fash veg bf rts,41.0,2.86,0.204,0.61,5.71,1.2,1.63,16.0,0.44,0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7641,0
breadfruit seeds raw,191.0,7.4,1.509,5.59,29.24,5.2,0.0,36.0,3.67,54,175.0,941.0,25.0,0.9,1.148,0.142,0.0,6.6,0.482,0.301,0.438,0.32,53.0,0.0,13.0,0,0.0,3495,0
turnip grns ckd bld drnd wsalt,20.0,1.14,0.053,0.23,4.36,3.5,0.53,137.0,0.8,22,29.0,203.0,265.0,0.14,0.253,0.337,0.9,27.4,0.045,0.072,0.411,0.18,118.0,0.0,381.0,1.88,0.0,5088,0
peas edible-podded frz ckd bld drnd wsalt,50.0,3.5,0.073,0.38,8.43,3.1,4.82,59.0,2.4,28,58.0,217.0,241.0,0.49,0.09,0.28,0.8,22.0,0.064,0.119,0.563,0.174,35.0,0.0,66.0,0.47,0.0,4423,0
passion-fruit juc purple raw,51.0,0.39,0.004,0.05,13.6,0.2,13.4,4.0,0.24,17,13.0,278.0,6.0,0.05,0.053,0.0,0.1,29.8,0.0,0.131,1.46,0.05,7.0,0.0,36.0,0.01,0.0,7457,0
campbell's v8 100 veg juc,21.0,0.82,0.0,0.0,4.12,0.8,3.29,16.0,0.3,0,0.0,193.0,173.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9256,0
babyfood grape juc no sugar cnd,62.0,0.0,0.0,0.0,15.38,0.0,15.3,12.0,0.3,10,11.0,90.0,10.0,0.05,0.0279999999999999,0.067,0.1,33.8,0.01,0.02,0.2,0.06,4.0,0.0,4.0,0,0.0,9287,0
sesbania flower ckd stmd wosalt,22.0,1.14,0.0,0.05,5.23,0.0,0.0,22.0,0.56,12,21.0,107.0,11.0,0.0,0.0,0.0,0.7,37.0,0.048,0.043,0.25,0.0,57.0,0.0,0.0,0,0.0,8094,0
knol - khol,16.013,1.58,0.0974,0.35,1.39,2.75,0.43,35.26,0.24,19.05,40.77,327.0,27.46,0.15,0.08,0.13,0.0,64.7,0.04,0.06,0.37,0.19,14.76,0.0,0.0,0.17,0.00032,3211,0
radish  elongate  white skin ,32.265,0.77,0.04388,0.15,6.56,2.65,0.95,30.2,0.36,16.07,30.1,0.1,0.22,0.22,0.03,0.1,0.1,19.91,0.02,0.02,0.3,0.07,29.75,0.0,0.0,0.01,5e-05,5401,0
beverages v8 splash juc drinks tropical blend,29.0,0.0,0.0,0.0,7.41,0.0,7.41,0.0,0.0,0,0.0,12.0,21.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,4673,0
smart soup french lentil,53.0,2.9,0.0,1.06,9.5,2.9,2.6,23.0,1.0,0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2597,0
grapes  muscadine  raw,57.0,0.81,0.0,0.47,13.93,3.9,0.0,37.0,0.26,14,24.0,203.0,1.0,0.11,0.119,1.973,0.0,6.5,0.0,1.5,0.0,0.0,2.0,0.0,3.0,0,0.0,328,0
beverages coffee inst reg prep w h2o,2.0,0.1,0.002,0.0,0.34,0.0,0.0,4.0,0.04,4,3.0,30.0,4.0,0.01,0.011,0.015,0.1,0.0,0.0,0.001,0.236,0.0,0.0,0.0,0.0,0,0.0,5224,0
chickpeas mature seeds cnd drnd rinsed in tap h2o,138.0,7.04,0.213,2.47,22.87,6.3,4.0,43.0,0.98,24,80.0,109.0,212.0,0.59,0.25,0.8,3.1,0.1,0.025,0.015,0.125,0.116,41.0,0.0,1.0,0.29,0.0,3634,0
broccoli raab ckd,33.0,3.83,0.057,0.52,3.12,2.8,0.62,118.0,1.27,27,82.0,343.0,56.0,0.54,0.075,0.38,1.3,37.0,0.169,0.14,2.015,0.22,71.0,0.0,227.0,2.53,0.0,3100,0
beef aus imp grss-fd tp rndcap-off stkrst bnless lnfat raw,129.0,22.24,1.77,4.4,0.0,0.0,0.0,5.0,2.28,0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5006,0
beverages tea hibiscus brewed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.08,3,1.0,20.0,4.0,0.04,0.0,0.477,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0,0.0,6063,0
cabbage chinese (pe-tsai) ckd bld drnd wsalt,14.0,1.5,0.036,0.17,2.41,1.7,0.0,32.0,0.3,10,39.0,225.0,245.0,0.18,0.0289999999999999,0.153,0.4,15.8,0.044,0.044,0.5,0.177,53.0,0.0,48.0,0,0.0,7431,0
milk substitutes fluid wlauric acid oil,61.0,1.75,3.037,3.41,6.16,0.0,0.0,33.0,0.39,6,74.0,114.0,78.0,1.18,0.051,0.0969999999999999,1.9,0.0,0.012,0.088,0.0,0.0,0.0,0.0,0.0,0,0.0,800,0
cardoon raw,17.0,0.7,0.011,0.1,4.07,1.6,0.0,70.0,0.7,42,23.0,400.0,170.0,0.17,0.231,0.256,0.2,2.0,0.02,0.03,0.3,0.116,68.0,0.0,0.0,0,0.0,6848,0
mcdonald's hash brown,271.0,2.48,2.327,16.3,28.56,2.8,0.54,19.0,0.56,20,99.0,341.0,580.0,0.34,0.093,0.153,0.4,5.6,0.127,0.032,1.733,0.18,0.0,0.0,0.0,2.14,0.0,2073,0
gravy campbell's turkey fat free,33.0,1.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5854,0
beverages coffee brewed prep w tap h2o decaffeinated,0.0,0.1,0.002,0.0,0.0,0.0,0.0,2.0,0.05,5,1.0,54.0,2.0,0.02,0.0069999999999999,0.027,0.1,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0,0.0,270,0
beverages tea black rtd lemon diet,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0,33.0,14.0,17.0,0.0,0.005,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9370,0
apples raw golden delicious w skn,57.0,0.28,0.0,0.15,13.6,2.4,10.04,6.0,0.13,5,10.0,100.0,2.0,0.04,0.03,0.035,0.0,0.0,0.018,0.026,0.094,0.051,3.0,0.0,3.0,0.18,0.0,4286,0
syrups table blends pancake w2 maple w k,265.0,0.0,0.0,0.1,69.6,0.0,0.0,5.0,0.07,2,10.0,22.0,61.0,0.23,0.045,0.185,0.6,0.0,0.005,0.017,0.02,0.0,0.0,0.0,0.0,0,0.0,6238,0
pace chipotle chunky salsa,25.0,0.0,0.0,0.0,6.25,3.1,6.25,0.0,0.0,0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4073,0
oheloberries raw,28.0,0.38,0.0,0.22,6.84,0.0,0.0,7.0,0.09,6,10.0,38.0,1.0,0.0,0.0,0.0,0.0,6.0,0.017,0.036,0.27,0.0,0.0,0.0,42.0,0,0.0,7595,0
figs cnd h2o pk solliquids,53.0,0.4,0.02,0.1,13.99,2.2,11.79,28.0,0.29,10,10.0,103.0,1.0,0.12,0.11,0.088,0.1,1.0,0.023,0.038,0.445,0.07,2.0,0.0,2.0,0.08,0.0,815,0
beverages lipton brisk tea black rtd lemon,35.0,0.0,0.0,0.0,8.81,0.0,8.69,1.0,0.0,0,26.0,19.0,21.0,0.01,0.005,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9077,0
soup tomato bisque cnd prep w eq volume h2o,50.0,0.92,0.22,1.02,9.6,0.2,0.0,16.0,0.33,4,24.0,169.0,424.0,0.24,0.052,0.104,0.0,2.4,0.027,0.0289999999999999,0.465,0.036,6.0,0.0,18.0,0,0.0,4175,0
fruit juc smoothie naked juc mighty mango,63.0,0.42,0.0,0.0,15.0,0.0,12.5,8.0,0.15,0,0.0,142.0,4.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3175,0
squash winter hubbard raw,40.0,2.0,0.103,0.5,8.7,3.9,3.95,14.0,0.4,19,21.0,320.0,7.0,0.13,0.064,0.179,0.5,11.0,0.07,0.04,0.5,0.154,16.0,0.0,68.0,0.16,0.0,9535,0
fruit cocktail cnd hvy syrup solliquids,73.0,0.39,0.01,0.07,18.91,1.0,17.91,6.0,0.29,5,11.0,88.0,6.0,0.08,0.069,0.144,0.5,1.9,0.018,0.019,0.374,0.05,3.0,0.0,10.0,0.4,0.0,5249,0
tortillas rtb or -fry corn,218.0,5.7,0.453,2.85,44.64,6.3,0.88,81.0,1.23,72,314.0,186.0,45.0,1.31,0.154,0.326,6.1,0.0,0.094,0.065,1.498,0.219,5.0,0.0,0.0,0.28,0.0,2584,0
soup tomato lo na wh2o,30.0,0.79,0.076,0.28,6.57,0.6,3.97,8.0,0.54,7,14.0,112.0,33.0,0.12,0.083,0.0579999999999999,2.5,6.3,0.019,0.031,0.505,0.042,0.0,0.0,10.0,0.17,0.0,641,0
gooseberries raw,44.0,0.88,0.038,0.58,10.18,4.3,0.0,25.0,0.31,10,27.0,198.0,1.0,0.12,0.07,0.144,0.6,27.7,0.04,0.03,0.3,0.08,6.0,0.0,15.0,0.37,0.0,1721,0
beans navy mature seeds ckd bld wosalt,140.0,8.23,0.098,0.62,26.05,10.5,0.37,69.0,2.36,53,144.0,389.0,0.0,1.03,0.21,0.527,2.9,0.9,0.237,0.066,0.649,0.138,140.0,0.0,0.0,0.01,0.0,1715,0
corn swt white cnd crm style reg pk,74.0,1.74,0.065,0.42,18.62,1.2,6.09,4.0,0.31,15,40.0,119.0,261.0,0.56,0.022,0.068,0.4,4.6,0.025,0.053,0.96,0.063,45.0,0.0,0.0,0.07,0.0,1668,0
kashi three chs ravioli w mediterranean tomato sau frz unpr,131.0,5.5,1.8,4.2,19.7,2.1,3.6,81.0,0.8,0,4.0,149.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.0,0.0,0.0,0,0.0,6111,0
cereals crm of wheat reg (10 minute) ckd w h2o wo salt,50.0,1.44,0.033,0.21,10.52,0.5,0.03,87.0,3.74,5,15.0,16.0,6.0,0.13,0.04,0.0,2.8,0.0,0.055,0.025,0.52,0.013,3.0,0.0,0.0,0.02,0.0,8164,0
babyfood dinner mxd veg jr,34.0,1.01,0.0,0.11,7.88,1.0,3.08,17.0,0.31,13,30.0,112.0,40.0,0.24,0.036,0.144,0.3,3.3,0.0139999999999999,0.042,0.566,0.114,11.0,0.0,462.0,0.3,0.0,6836,0
plums cnd purple h2o pk solliquids,41.0,0.39,0.001,0.01,11.03,0.9,10.1,7.0,0.16,5,13.0,126.0,1.0,0.08,0.039,0.033,0.0,2.7,0.021,0.0409999999999999,0.37,0.027,3.0,0.0,46.0,0.18,0.0,3085,0
taro cooked with salt,142.0,0.52,0.023,0.11,34.6,5.1,0.49,18.0,0.72,30,76.0,484.0,251.0,0.27,0.201,0.449,0.9,5.0,0.107,0.0279999999999999,0.51,0.331,19.0,0.0,4.0,2.93,0.0,7166,0
soup pea lo na prep w eq volume h2o,62.0,3.2,0.524,1.09,9.88,1.9,3.19,12.0,0.73,15,47.0,71.0,10.0,0.64,0.146,0.0,3.6,0.6,0.04,0.025,0.462,0.02,1.0,0.0,3.0,0.09,0.0,10141,0
brussels sprouts ckd bld drnd wosalt,36.0,2.55,0.102,0.5,7.1,2.6,1.74,36.0,1.2,20,56.0,317.0,21.0,0.33,0.083,0.227,1.5,62.0,0.107,0.08,0.607,0.178,60.0,0.0,39.0,0.43,0.0,6783,0
melons cantaloupe raw,34.0,0.84,0.051,0.19,8.16,0.9,7.86,9.0,0.21,12,15.0,267.0,16.0,0.18,0.0409999999999999,0.0409999999999999,0.4,36.7,0.0409999999999999,0.019,0.734,0.072,21.0,0.0,169.0,0.05,0.0,6573,0
figs raw,74.0,0.75,0.06,0.3,19.18,2.9,16.26,35.0,0.37,17,14.0,232.0,1.0,0.15,0.07,0.128,0.2,2.0,0.06,0.05,0.4,0.113,6.0,0.0,7.0,0.11,0.0,2395,0
peas edible-podded raw,42.0,2.8,0.039,0.2,7.55,2.6,4.0,43.0,2.08,24,53.0,200.0,4.0,0.27,0.079,0.244,0.7,60.0,0.15,0.08,0.6,0.16,42.0,0.0,54.0,0.39,0.0,4234,0
gooseberries cnd lt syrup pk solliquids,73.0,0.65,0.013,0.2,18.75,2.4,0.0,16.0,0.33,6,7.0,77.0,2.0,0.11,0.217,0.177,0.4,10.0,0.02,0.053,0.153,0.012,3.0,0.0,7.0,0,0.0,4667,0
game meat bison ln raw,109.0,21.62,0.69,1.84,0.0,0.0,0.0,6.0,2.6,25,187.0,343.0,54.0,2.8,0.09,0.0069999999999999,27.0,0.0,0.0,0.094,1.91,0.0,0.0,0.0,0.0,0,0.0,3915,0
broadbeans immat seeds ckd bld drnd wosalt,62.0,4.8,0.142,0.5,10.1,3.6,0.0,18.0,1.5,31,73.0,193.0,41.0,0.47,0.06,0.261,1.0,19.8,0.128,0.09,1.2,0.0289999999999999,58.0,0.0,14.0,0,0.0,3184,0
sweet potato cnd mshd,101.0,1.98,0.0409999999999999,0.2,23.19,1.7,5.45,30.0,1.33,24,52.0,210.0,75.0,0.21,0.278,0.988,0.8,5.2,0.027,0.09,0.955,0.235,11.0,0.0,435.0,1.09,0.0,9924,0
peaches cnd ex lt syrup solliquids,42.0,0.4,0.011,0.1,11.1,1.0,0.0,5.0,0.3,5,11.0,74.0,5.0,0.09,0.05,0.047,0.0,3.0,0.02,0.02,0.8,0.019,3.0,0.0,14.0,0,0.0,1307,0
goat  tongue,188.571,16.63,5.028,13.68,0.0,0.0,0.0,7.11,2.09,19.39,212.0,223.0,118.0,2.44,0.16,0.04,22.76,0.0,0.14,0.22,3.04,0.17,2.54,0.0,0.0,0.08,0.0,7509,0
jute potherb ckd bld drnd wsalt,37.0,3.68,0.03,0.2,7.29,2.0,1.0,211.0,3.14,62,72.0,550.0,247.0,0.79,0.255,0.123,0.9,33.0,0.091,0.192,0.89,0.57,104.0,0.0,259.0,0.07,0.0,3588,0
pumpkin ckd bld drnd wsalt,18.0,0.72,0.037,0.07,4.31,1.1,2.08,15.0,0.57,9,30.0,230.0,237.0,0.23,0.091,0.089,0.2,4.7,0.031,0.078,0.413,0.044,9.0,0.0,288.0,0.8,0.0,8816,0
soup chick veg chunky red fat red na rts single brand,40.0,2.7,0.121,0.5,6.3,0.0,0.0,0.0,0.0,0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6420,0
turnips ckd bld drnd wsalt,22.0,0.71,0.008,0.08,5.06,2.0,2.99,22.0,0.22,8,19.0,135.0,286.0,0.2,0.064,0.1,0.6,11.6,0.027,0.023,0.299,0.067,9.0,0.0,0.0,0.02,0.0,5374,0
waxgourd (chinese preserving melon) raw,13.0,0.4,0.016,0.2,3.0,2.9,0.0,19.0,0.4,10,19.0,6.0,111.0,0.61,0.023,0.0579999999999999,0.2,13.0,0.04,0.11,0.4,0.035,5.0,0.0,0.0,0,0.0,206,0
chickpeas mat seeds cnd drnd sol,139.0,7.05,0.214,2.77,22.53,6.4,4.01,45.0,1.07,26,85.0,126.0,246.0,0.63,0.253,0.846,3.1,0.1,0.027,0.015,0.14,0.116,48.0,0.0,1.0,0.29,0.0,3611,0
vitasoy usa organic nasoya sprouted tofu plus super firm,115.0,13.24,1.1,5.9,2.16,1.2,1.1,239.0,1.7,0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,4997,0
pokeberry shoots (poke) ckd bld drnd wsalt,20.0,2.3,0.0,0.4,3.1,1.5,1.6,53.0,1.2,14,33.0,184.0,254.0,0.19,0.126,0.336,0.9,82.0,0.07,0.25,1.1,0.111,9.0,0.0,435.0,0.85,0.0,2590,0
cabbage red ckd bld drnd wosalt,29.0,1.51,0.011,0.09,6.94,2.6,3.32,42.0,0.66,17,33.0,262.0,28.0,0.25,0.054,0.223,2.3,34.4,0.071,0.06,0.382,0.225,24.0,0.0,2.0,0.12,0.0,4178,0
apricots cnd juc pk wskn solliquids,48.0,0.63,0.003,0.04,12.34,1.6,10.74,12.0,0.3,10,20.0,165.0,4.0,0.11,0.054,0.052,0.1,4.9,0.018,0.019,0.344,0.054,2.0,0.0,85.0,0.6,0.0,375,0
pineapple,43.02,0.52,0.0510899999999999,0.16,9.42,3.46,8.56,10.88,0.28,12.68,13.56,143.0,1.43,0.1,0.07,1.28,0.08,36.37,0.05,0.03,0.12,0.13,18.21,0.0,4.33,0.45,0.00021,9723,0
cereals quaker quaker multigrain oatmeal prep wh2o no salt,61.0,2.08,0.096,0.47,13.49,2.2,0.0,8.0,0.56,22,64.0,75.0,3.0,0.61,0.086,0.482,0.0,0.0,0.053,0.024,0.656,0.044,1.0,0.0,0.0,0,0.0,5646,0
elderberries raw,73.0,0.66,0.023,0.5,18.4,7.0,0.0,38.0,1.6,5,39.0,280.0,6.0,0.11,0.061,0.0,0.6,36.0,0.07,0.06,0.5,0.23,6.0,0.0,30.0,0,0.0,2090,0
babyfood juc orangeapricot,46.0,0.8,0.011,0.1,10.9,0.1,0.0,6.0,0.38,7,12.0,199.0,6.0,0.04,0.084,0.0,0.1,85.9,0.0579999999999999,0.0279999999999999,0.267,0.0559999999999999,20.0,0.0,11.0,0.6,0.0,528,0
alcoholic bev wine table red lemberger,80.0,0.07,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7881,0
beverages tea grn brewed decaffeinated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,15.0,0.0,0.01,0.005,0.0,0.0,0.0,0.0069999999999999,0.0579999999999999,0.03,0.005,0.0,0.0,0.0,0,0.0,3675,0
game meat deer ckd rstd,158.0,30.21,1.25,3.19,0.0,0.0,0.0,7.0,4.47,24,226.0,335.0,54.0,2.75,0.3,0.046,12.9,0.0,0.18,0.6,6.71,0.0,0.0,0.0,0.0,0,0.0,8558,0
pepperidge farm jewish rye bread (seedless),253.0,0.01,0.9,3.4,45.0,4.7,3.1,82.0,8.4,0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.005,0.3,3.1,0.0,0.0,0.0,0.0,0,0.0,10023,0
campbell's crm of chick soup cond,103.0,1.76,2.11,7.98,6.03,4.1,0.33,13.0,0.27,4,28.0,49.0,624.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,369,0
babyfood veg carrots str,26.0,0.8,0.018,0.1,6.0,1.7,3.64,22.0,0.37,9,20.0,196.0,69.0,0.15,0.0409999999999999,0.0,0.2,5.7,0.023,0.04,0.463,0.073,15.0,0.0,573.0,0.52,0.0,8078,0
brinjal-4,23.9,1.51,0.06691,0.31,3.19,4.04,0.86,13.39,0.38,20.65,31.82,268.0,3.31,0.21,0.14,0.18,0.0,2.22,0.06,0.11,0.52,0.07,36.67,0.0,15.0,0.09,0.00105,7817,0
chestnuts chinese raw,224.0,4.2,0.164,1.11,49.07,0.0,0.0,18.0,1.41,84,96.0,447.0,3.0,0.87,0.363,1.601,0.0,36.0,0.16,0.18,0.8,0.41,68.0,0.0,10.0,0,0.0,919,0
potatoes hash brown home-prepared,265.0,3.0,1.883,12.52,35.11,3.2,1.49,14.0,0.55,35,70.0,576.0,342.0,0.47,0.293,0.247,0.5,13.0,0.172,0.033,2.302,0.472,16.0,0.0,0.0,0.01,0.0,2172,0
